,ID,ROOM NAME,LOCALITY,REGION,OLD PRICE,PRICE AFTER DISCOUNT,DISCOUNT,ratings
241,241,MedRooms  097 Gaffar Market Karol Bagh,"Karol Bagh, New Delhi",Delhi,1449.0,1087,25.0 ,4
242,242,MedRooms Premium 386 Rajguru Road Paharganj,CHUNA MANDI,Delhi,2349.0,1762,25.0 ,5
243,243,MedRooms  492 Ramphal Chowk Dwarka,Sector-7,Delhi,1899.0,1424,25.0 ,3
244,244,MedRooms  130 Nizamuddin Railway Station 2,Hazrat Nizamuddin West,Delhi,2999.0,2249,25.0 ,5
245,245,MedRooms  641 Sector 7 Palam Extension,"Sector 7, Near Shree Makhan Sweet, Ramphal Chowk",Delhi,1849.0,1387,25.0 ,2
246,246,MedRooms  298 38 Arakashan Road Pahar Ganj,Arakshan Road,Delhi,749.0,562,25.0 ,4
247,247,MedRooms  604 DB Gupta Main Road 1,"DB Gupta Road, Pahar Ganj Bridge",Delhi,1349.0,1012,25.0 ,4
248,248,MedRooms  176 Defence Colony A Block,Defence colony,Delhi,2549.0,1912,25.0 ,0
249,249,MedRooms  502 Ramphal Chowk Sector 7,"Ramphal Chowk, Sector 7 Dwarka",Delhi,1649.0,1237,25.0 ,1
250,250,MedRooms  663 Elahi Bux Road Karol Bagh,Karol Bagh,Delhi,1299.0,974,25.0 ,3
251,251,MedRooms  444 Near Karol Bagh Metro Station 5,Karol Bagh,Delhi,1549.0,1162,25.0 ,4
252,252,MedRooms  605 Near Shiela Cinema Paharganj,"1B, Arakashan Road",Delhi,1499.0,1124,25.0 ,4
253,253,MedRooms  379 New Delhi Station Gate 1,"Opposite New Delhi Railway Station, Paharganj",Delhi,1099.0,824,25.0 ,3
254,254,MedRooms  217 Lajpat Nagar Market,Lajpat Nagar,Delhi,3449.0,2587,25.0 ,0
255,255,MedRooms  323 Mahipalpur,"Road No.-6, Mahipalpur, Road No 6",Delhi,1399.0,1049,25.0 ,1
256,256,MedRooms Homes 291 Dwarka Sector 19,Dwarka,Delhi,1999.0,1499,25.0 ,4
257,257,MedRooms Premium 531 Green Park 2,Green Park,Delhi,3799.0,2849,25.0 ,1
258,258,MedRooms  461 Kalkaji F Block,Kalkji Main Road,Delhi,2799.0,2099,25.0 ,5
259,259,MedRooms  163 Rohini Near M2K,Main Road Naharpur Village,Delhi,2649.0,1987,25.0 ,1
260,260,MedRooms Homes 558 Chattarpur Near Tivoli,"Next To Primary School, Satbari Chattarpur",Delhi,2149.0,1612,25.0 ,5
261,261,MedRooms Premium 261 Karol Bagh Metro Station 3,Karol Bagh,Delhi,2749.0,2062,25.0 ,2
262,262,MedRooms Homes 367 Greater Kailash M Block Market 2,New Delhi,Delhi,2649.0,1987,25.0 ,1
263,263,MedRooms Premium 029 Siri Fort Road,Sadiq Nagar,Delhi,4099.0,3074,25.0 ,2
264,264,MedRooms  152 Karol Bagh Bikanerwala,"Gurudwara Road, Karol Bagh",Delhi,1849.0,1387,25.0 ,2
265,265,MedRooms  312 Near New Delhi Railway Station,Opp. Shiela Cinema,Delhi,1099.0,824,25.0 ,0
266,266,MedRooms Homes 460 GK 2 Main Road,Greater Kailash II,Delhi,2999.0,2249,25.0 ,0
267,267,MedRooms  138 Vasant Kunj 1,Masoodpur Vasant Kunj,Delhi,2399.0,1799,25.0 ,4
268,268,MedRooms  433 Jangpura,"Masjid Road, Jangpura Bhogal",Delhi,1749.0,1312,25.0 ,4
269,269,MedRooms Premium 086 Karol Bagh Metro,Karol Bagh,Delhi,1849.0,1387,25.0 ,0
270,270,MedRooms  674 Karol Bagh Saraswati Marg 2,"Karol Bagh, New Delhi",Delhi,1499.0,1124,25.0 ,0
271,271,MedRooms  348 Near Mahipalpur Bypass,"Road No 6, Mahipalpur, Mahipalpur, International Airport Zone",Delhi,1949.0,1462,25.0 ,3
272,272,MedRooms  358 Near Jasola Sports Complex,Jasola,Delhi,1649.0,1237,25.0 ,4
273,273,MedRooms  611 Main Bazaar 1575 Paharganj,"Main Bazar, Paharganj",Delhi,1399.0,1049,25.0 ,0
274,274,MedRooms  337 Arya Nagar Paharganj,D.B. Gupta Road,Delhi,1549.0,1162,25.0 ,4
275,275,MedRooms  075 Fortis Vasant Kunj,Vasant Kunj,Delhi,2049.0,1537,25.0 ,0
276,276,MedRooms Premium 240 Paharganj Near NDLS,Pahar Ganj,Delhi,2449.0,1837,25.0 ,3
277,277,MedRooms  045 Connaught Place G Block,Connaught Place,Delhi,4449.0,3337,25.0 ,3
278,278,MedRooms  090 CR Park Outer Ring Road,CR Park,Delhi,1899.0,1424,25.0 ,5
279,279,MedRooms Homes 310 Shivalik Road Malviya Nagar,Near Aurobindo College,Delhi,2349.0,1762,25.0 ,0
280,280,MedRooms  104 Paharganj Railway Station,Pahar Ganj,Delhi,1349.0,1012,25.0 ,4
281,281,MedRooms  677 Kamla Nagar,Kamla Nagar,Delhi,2099.0,1574,25.0 ,5
282,282,MedRooms  306 Karol Bagh 7A/39,Channa Market,Delhi,1899.0,1424,25.0 ,0
283,283,MedRooms  493 Krishna Gali Near NDLS,"Krishna Gali, Ghee Mandi, Near New Delhi Railway Station Paharganj",Delhi,1299.0,974,25.0 ,2
284,284,MedRooms  125 Pitampura I,Pitampura,Delhi,3199.0,2399,25.0 ,5
285,285,MedRooms Premium 083 Karol Bagh Metro Station,Karol Bagh,Delhi,1999.0,1499,25.0 ,2
286,286,MedRooms  316 Kalkaji M Block,"M Block, Kalkaji",Delhi,2599.0,1949,25.0 ,3
287,287,MedRooms Homes 325 AIIMS,Arjun Nagar,Delhi,1999.0,1499,25.0 ,2
288,288,MedRooms  040 AIIMS,Opposite AIIMS Trauma Centre,Delhi,2799.0,2099,25.0 ,0
289,289,MedRooms Premium 473 International Airport Main Road,"NH8, Mahipalpur",Delhi,3299.0,2474,25.0 ,0
290,290,MedRooms  368 Block 11A Channa Market Karol Bagh,"W.E.A, Channa Market, Karol Bagh",Delhi,1549.0,1162,25.0 ,3
291,291,MedRooms Premium 603 Red Fort,"Opposite Happy School, Daryaganj",Delhi,2399.0,1799,25.0 ,4
292,292,MedRooms  340 Hazrat Nizamuddin Railway Station,Jangpura B,Delhi,1699.0,1274,25.0 ,0
293,293,MedRooms Homes 441 Janakpuri West Metro Station,Opposite Savitri Market,Delhi,2099.0,1574,25.0 ,4
294,294,MedRooms Premium 068 Karol Bagh,Near By Karol Bagh Police Station / HDFC bank,Delhi,2049.0,1537,25.0 ,4
295,295,MedRooms  406 Railway Station Paharganj 4,Arakashan Road,Delhi,1399.0,1049,25.0 ,3
296,296,MedRooms Homes 101 GK N Block Market,"Greater Kailash-1, New Delhi",Delhi,2449.0,1837,25.0 ,2
297,297,MedRooms  293 Jhandewalan Metro Station 3,Karol Bagh,Delhi,1349.0,1012,25.0 ,5
298,298,MedRooms Premium 019 Dwarka Near Airport,"Aditya Enclave, Dwarka",Delhi,2049.0,1537,25.0 ,0
299,299,MedRooms  542 Bhogal Jangpura,"Church Road, Jungpura, Bhogal",Delhi,1299.0,974,25.0 ,2
300,300,MedRooms  552 GK2 M Block Market Extension,Greater Kailash-2,Delhi,1999.0,1499,25.0 ,4
301,301,MedRooms  381 Kailash Colony Metro 2,East of Kailash,Delhi,2549.0,1912,25.0 ,4
302,302,MedRooms  264 Rajouri Garden Metro Station 2,Rajouri Garden,Delhi,2799.0,2099,25.0 ,1
303,303,MedRooms Premium 458 GT Karnal Road,Alipur,Delhi,3599.0,2699,25.0 ,4
304,304,MedRooms  597 Hari Mandir Gali Paharganj,Gali Hari Mandir,Delhi,1199.0,899,25.0 ,3
305,305,MedRooms  385 Karol Bagh 12A/24,"Saraswati Marg, West Extension Area, Karol Bagh",Delhi,1799.0,1349,25.0 ,5
306,306,MedRooms Homes 369 South Extension 1,South Extension 1,Delhi,2299.0,1724,25.0 ,4
307,307,MedRooms Premium 581 Karol Bag Pusa Road,"Gurudwara Road, Opposite Jessa Ram Hospital",Delhi,4149.0,3112,25.0 ,0
308,308,MedRooms  548 New Delhi Junction,"Arakashan Road, Paharganj",Delhi,1599.0,1199,25.0 ,4
309,309,MedRooms  288 Dwarka Sector 12 City Centre,Dwarka,Delhi,2349.0,1762,25.0 ,2
310,310,MedRooms Premium 155 Safdarjung,Green Park Main,Delhi,3699.0,2774,25.0 ,5
311,311,MedRooms  572 DB Gupta Road Karol Bagh 2,"D.B. Gupta Road, Karol Bagh",Delhi,1399.0,1049,25.0 ,2
312,312,MedRooms  562 Pitampura Madhuban Chowk,Pitampura,Delhi,2499.0,1874,25.0 ,2
313,313,MedRooms  258 Karol Bagh Metro Station 4,Karol Bagh,Delhi,1399.0,1049,25.0 ,5
314,314,MedRooms Premium 687 Naraina Industrial Area,Naraina Vihar,Delhi,3199.0,2399,25.0 ,1
315,315,MedRooms  168 Green Park,Hauz Khas,Delhi,3549.0,2662,25.0 ,1
316,316,MedRooms  179 Kashmere Gate,Kashmere Gate,Delhi,1949.0,1462,25.0 ,4
317,317,MedRooms Premium 172 Laxmi Nagar,Laxmi Nagar,Delhi,2549.0,1912,25.0 ,3
318,318,MedRooms  523 Karol Bagh WEA Saraswati Marg 4/39,"Saraswati Marg, Karol Bagh",Delhi,1049.0,787,25.0 ,1
319,319,MedRooms  259 Rajguru Road Paharganj,Paharganj,Delhi,1499.0,1124,25.0 ,3
320,320,MedRooms Premium 594 Malviya Nagar A Block,Shivalik Road,Delhi,3549.0,2662,25.0 ,1
321,321,MedRooms Homes 446 Kailash Colony Main Market,Kailash Colony,Delhi,2099.0,1574,25.0 ,2
322,322,MedRooms  096 Vasant Kunj 2,New Delhi,Delhi,2299.0,1724,25.0 ,2
323,323,MedRooms Premium 335 Model Town Delhi,Bhama Shah Marg,Delhi,,3549, ,1
324,324,MedRooms  490 Jantar Mantar Delhi,Jai Singh Road,Delhi,2999.0,2249,25.0 ,2
325,325,MedRooms  188 Safdarjung Enclave,Safdarjung Enclave,Delhi,3649.0,2737,25.0 ,1
326,326,MedRooms Premium 346 Connaught Place 2,Connaught Place,Delhi,2599.0,1949,25.0 ,4
327,327,MedRooms  167 Safdarjung Extension,Safdarjung,Delhi,1599.0,1199,25.0 ,0
328,328,MedRooms  222 Karol Bagh Metro Station 3,Karol Bagh,Delhi,1949.0,1462,25.0 ,5
329,329,MedRooms  398 South Extension 2,South Extension-ll,Delhi,2299.0,1724,25.0 ,3
330,330,MedRooms  516 Shakti Vihar Pitampura,Pitampura,Delhi,2249.0,1687,25.0 ,3
